0,0.48727687,0.429927839,0,0,0,0,0,0,0,0,0,0.048233954,0.018989746,0.00075959,0.014812002,0.319,0,0
0,0,0,0.402948403,0.515151515,0,0,0,0,0,0,0,0.058149058,0.018018018,0,0.005733006,0.327,0,0
0,0,0,0,0.496373057,0.443523316,0,0,0,0,0,0,0.03626943,0.008290155,0.001036269,0.014507772,0.306,0,0
0,0,0,0.2453125,0,0,0.4984375,0,0,0,0,0,0.0953125,0.0109375,0,0.0078125,0.356,0,0.1421875
0,0,0,0,0,0,0.430903156,0.477693145,0,0,0,0,0.054406964,0.018498368,0.001088139,0.017410229,0.293,0,0
0,0,0,0,0,0,0,0.509589041,0.41369863,0,0,0,0.049315068,0.008219178,0.002739726,0.016438356,0.4,0,0
0,0,0,0,0,0,0.292147806,0,0,0.452655889,0,0,0.075057737,0.018475751,0,0.006928406,0.306,0,0.154734411
0,0,0,0,0,0,0,0,0,0.474206349,0.424603175,0,0.053571429,0.021825397,0.001984127,0.023809524,0.298,0,0
0,0,0,0,0,0,0,0,0,0,0.617021277,0,0.021276596,0.014184397,0,0.007092199,0.417,0.340425532,0
0,0,0,0,0,0,0,0,0,0.312404288,0,0.45941807,0.11179173,0.019908116,0.004594181,0.010719755,0.353,0,0.081163859
0,0,0,0,0,0,0,0,0,0,0,0.295698925,0.053763441,0.037634409,0,0.048387097,0.309,0.564516129,0
0,0,0,0,0,0,0,0,0,0,0,0.299771167,0.068649886,0.034324943,0.00228833,0.022883295,0.269,0.313501144,0.258581236
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
