0,0.580497382,0.374672775,0,0,0,0,0,0,0,0,0,0.025196335,0.010471204,0,0.009162304,0.0285,0,0
0,0,0,0.492575855,0.436410587,0,0,0,0,0,0,0,0.045836023,0.016139445,0.001291156,0.007746934,0.311,0,0
0,0,0,0,0.581,0.355,0,0,0,0,0,0,0.038,0.013,0.004,0.009,0.285,0,0
0,0,0,0.223325062,0,0,0.519851117,0,0,0,0,0,0.050868486,0.014888337,0,0.008684864,0.286,0,0.182382134
0,0,0,0,0,0,0.5342723,0.38685446,0,0,0,0,0.047887324,0.018779343,0,0.012206573,0.284,0,0
0,0,0,0,0,0,0,0.344537815,0.515966387,0,0,0,0.082352941,0.031932773,0.006722689,0.018487395,0.328,0,0
0,0,0,0,0,0,0.258845438,0,0,0.468342644,0,0,0.041899441,0.014897579,0,0.004655493,0.258,0,0.211359404
0,0,0,0,0,0,0,0,0,0.417391304,0.431884058,0,0.075362319,0.046376812,0.002898551,0.026086957,0.297,0,0
0,0,0,0,0,0,0,0,0,0,0.685393258,0,0,0,0,0.011235955,0,0.303370787,0
0,0,0,0,0,0,0,0,0,0.306526807,0,0.357808858,0.057109557,0.022144522,0.004662005,0.012820513,0.267,0,0.238927739
0,0,0,0,0,0,0,0,0,0,0,0.24691358,0.074074074,0.061728395,0.012345679,0.037037037,0.24,0.567901235,0
0,0,0,0,0,0,0,0,0,0,0,0.425742574,0.061386139,0.037623762,0.001980198,0.035643564,0.285,0.23960396,0.198019802
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
